item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
5KH9RYMS,maybe,,The architecture of trust in insurance: a neuro-symbolic and metacognitive AI approach,Ercan Turfan,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5957454,"Touches AI governance and trustworthy AI design in an enterprise platform context, which has transferable oversight/accountability angles, though the primary domain is insurance/fintech rather than code generation or AI risk management broadly.","The proposed architecture reflects the principles implemented within SFS, an enterprise insurance platform operating at national scale, where decisions / This work is intended for AI researchers and professors interested in neuro-symbolic AI, explainable AI, AI governance, and the design of trustworthy / Knowledge Management, Neuro-Symbolic AI, Explainable AI, Artificial Intelligence, Insurance, Insurtech, Fintech, AI Governance, Machine Learning, Knowledge",FALSE,,FALSE,,,FALSE,,
TCNBDBIP,keep,,Coherence under acceleration: judgment integrity In a high-velocity convergence era,Daniel Calloway,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5960914,"Directly addresses human-in-the-loop, automation bias, judgment integrity, AI governance, and organizational risk management under AI acceleration — core themes of scalable human oversight.","Drawing on cognitive neuroscience, human factors research, and enterprise studies, the paper maps where coherence frays first (inside people, inside organizations / AI Governance, Judgment Integrity, Human-In-The-Loop, Cognitive Load, Automation Bias, Regulatory Compliance, Organizational Risk, Decision-Making Under / Certainty, Auditability, Systems Governance, Legal AI, Risk Management",FALSE,,FALSE,,,FALSE,,
J2WJLAWQ,keep,,Beyond borders: relational sovereignty as a fourth pillar of AI governance,Arul Aruleswaran,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6061996,"Directly addresses AI governance frameworks and structural governance mechanisms, relevant to organizational risk management and oversight of AI systems.","The paper concludes by calling for the adoption of governance as structural code rather than philosophical overlay, arguing that stewardship, not merely",FALSE,,FALSE,,,FALSE,,
ML88MC4H,keep,,"A taxonomy of AI governance approaches: distinguishing visibility, alignment, and authorization",Edward Meyman,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6083787,"Directly addresses AI governance frameworks, accountability, and regulatory compliance with a taxonomy that would inform how organizations structure oversight of AI systems including AI-generated code.","The term ""AI governance"" has become semantically overloaded. / The goal is to provide enterprise buyers, regulators, researchers, and auditors a shared vocabulary for evaluating AI governance claims against the requirements / AI governance, deterministic governance, proof-carrying decisions, regulatory compliance, enterprise AI, authorization layer, GRC, AI accountability, algorithmic",FALSE,,FALSE,,,FALSE,,
PBWGTMII,discard,OffTopicOther,"The constitution of the consciousness civilization (CCF v1.0): a canonical and non-derogable civilizational constitution for stability, transition, and regeneration",Jinho Lee,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5965876,"Speculative philosophical/constitutional framework for a 'consciousness civilization' with no connection to AI code generation, human oversight of software, or organizational AI risk management.","It provides invariant rules that prevent fragmentation, selective reinterpretation, or partial adoption across artificial intelligence systems, institutions / Consciousness Civilization, Civilizational Constitution, Canonical Framework, Non-Derogable Constitution, Consciousness Governance, AI Governance, Philosophy",FALSE,,FALSE,,,FALSE,,
KKKZVFAW,keep,,"Why AI implementation fails at scale: a comparative, boundary-spanning synthesis",Keith M. Driver,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6068886,"Directly addresses organizational AI adoption at scale, governance frameworks, and why enterprise AI implementation fails — core to understanding scalable oversight challenges.","Despite unprecedented investment, organisational adoption of artificial intelligence has not translated into proportional, sustained impact. / analyst studies, consulting surveys, and regulatory frameworks, a consistent pattern emerges: AI initiatives proliferate, pilots succeed locally, yet enterprise-level / Artificial Intelligence, Organization Design, AI Governance, innovation Scaling, Organizational Learning, Institutional Adaptaptation, Enterpruse AI",FALSE,,FALSE,,,FALSE,,
DV57G9P4,keep,,Adaptive AI governance: a common temporal frame for constructive autonomy,Keith M. Driver,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6057254,"Directly addresses AI governance frameworks and adaptive systems governance with organizational design angle, highly relevant to scalable oversight of AI systems.","This working paper introduces a common frame for AI governance grounded not in controls, policies, or dashboards, but in temporal design. / Building on traditions in organization design, cybernetics, and systems governance, the paper proposes a universal architectural pattern composed of dual / AI governance, organizational design, temporal coordination, Adaptive Systems, Systems Governance, decision latency",FALSE,,FALSE,,,FALSE,,
ZEDK4M4M,maybe,,Global IT service delivery in the AI era: from labor arbitrage to intelligence-orchestrated systems,Hari Nivas Shahi,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5969297,"AI governance and enterprise AI adoption framing is potentially relevant to organizational management of AI systems at scale, but the abstract is keyword-only with no methodology or findings visible, making it impossible to assess whether it addresses oversight of AI-generated code or scalable human","Global IT Service Delivery, Artificial Intelligence, Digital Transformation, Service Delivery Leadership, AI Governance, Cloud Computing, Automation, Enterprise",FALSE,,FALSE,,,FALSE,,
PLCQ47PU,keep,,Exploring the landscape of AI-generated output: challenges and regulatory insights,Nikos Koutras,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6066488,"Directly addresses AI-generated output regulation and governance, which is central to the SLR's focus on oversight frameworks for AI-generated code.","The need for regulation of AI has been voiced by experts and advocates in responsible AI, AI ethics, consumer protection, and cybersecurity since at least / governance.",FALSE,,FALSE,,,FALSE,,
XEHWMIJ2,maybe,,Human-AI governance through innovation systems: digital sovereignty in the basque country's healthcare system,Igor Calzada,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5931987,Covers human-AI governance frameworks in a specific domain context; the governance/oversight angle is relevant but the healthcare/digital sovereignty focus may limit transferability to AI code risk management.,"of the ICDS 2025 (2nd International Conference on Digital Sovereignty; Track 1 Human-Centric Digital Sovereignty), this paper investigates how Human-AI / Governance (HAIG) frameworks, understood through the lens of innovation systems, can reinforce digital sovereignty in healthcare. / Human-AI Governance, Innovation Systems, Digital Sovereignty",FALSE,,FALSE,,,FALSE,,
TW9IB9DE,keep,,The AI governance gap: quantifying enterprise AI risk through the janus protocol,Janga Breckenridge,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5994036,"Directly addresses AI governance as enterprise risk with explicit reference to EU AI Act, ISO/IEC 42001, and NIST AI RMF — core frameworks for AI risk management and accountability.","Drawing on the EU Artificial Intelligence Act [1], ISO/IEC 42001 standards [2], and the NIST AI Risk Management Framework [3], the framework functions / This research positions AI governance not as an aspirational ethical commitment, but as a measurable enterprise risk category requiring systematic assessment / AI Governance, Enterprise Risk, Regulatory Compliance, Algorithmic Accountability, Risk Quantification",FALSE,,FALSE,,,FALSE,,
45LS9A4E,discard,K12pedagogy,Experiment-share-scale: a crowd-based framework for getting started with artificial intelligence in business school classrooms,Robert Seamans; Kristen Sosulski; Arun Sundararajan,2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6110686,Framework for AI integration in business school classrooms with no governance/oversight angle transferable to the SLR topic.,"Business school students are among the most exposed to these changes, yet classroom adoption of AI remains fragmented due to policy variation and faculty / We propose a practical framework-Experiment, Share, Scale-to guide scalable, responsible AI integration in business education.",FALSE,,FALSE,,,FALSE,,
QVIAHSPB,maybe,,CRESTA and predictive trust intelligence: a dual framework for estimating prediction precision and measuring organizational trustworthiness,Prof. Dr. Uwe Seebacher (Mba),2026,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6064751,Proposes an AI governance/trustworthy AI framework with organizational trust metrics — peripheral to AI oversight but may offer transferable governance methodology.,"In an era where trust underpins both technological adoption and organizational legitimacy, developing a rigorous framework for measuring and managing trust / By bridging literature from trust research, AI governance, and organizational behavior, we demonstrate how CRESTA's criteria map onto established trustworthiness / organizational trust measurement, trustworthiness metrics, data validity, Estimated Prediction Precision (EPP), trust score, data governance, trustworthy AI, AI / governance, digital trust, real-time trust scoring, streaming analytics, explainable decision support, digital touchpoints, omnichannel experience, predictive",FALSE,,FALSE,,,FALSE,,
