item_key,decision,confidence,rationale
ZK3DSYDX,discard,medium,"LLM-plus-static-analysis tool for generating better unit tests — improves testing quality but addresses no governance, oversight, or risk measurement angle for AI-generated code"
Q8F6WBGU,keep,high,"Names and operationalizes AI audit washing as a governance failure mode, directly applicable to assessing whether AI code governance mechanisms provide real accountability or only nominal compliance"
ZYJHHM6I,discard,high,"Digital transformation failure study in public-sector IT — governance focus is on leadership and infrastructure investment, not AI code risk or oversight scaling"
KIC29Q7J,discard,medium,EU AI Act certification and standardization analysis framed around fundamental rights compliance — does not address software development systems or provide a code-specific operational pathway
D3RMV38A,discard,high,Corporate law and governance theory paper applying transaction-cost economics to AI platforms — no operational mechanism for software engineering teams managing AI-generated code
DJIXN4L4,discard,medium,Process-centered accountability framework is philosophically interesting but derived from aesthetic theory about creative artifacts — requires substantial re-derivation to apply to software code governance
CUK7IHWJ,discard,medium,"Multi-agent accessibility repair tool for React apps — human oversight component is secondary to the domain-specific capability paper, and governance contribution is not independently operationalizable"
MIXIQY9U,discard,high,Legal remedy framework for GenAI training data liability — copyright and zero-liability analysis without code-specific or software engineering governance angle
52EEJIKJ,discard,high,HITL framework for manufacturing production-line vision inspection — industrial domain loop with no transferable mechanism to software code review or AI code governance
UN82SL3A,discard,high,Shared residual liability mechanism for catastrophic frontier AI risk — insurance/liability model for existential-scale harms with no connection to software engineering code governance
9RMZIY6H,discard,high,Copyright analysis for generative AI focused on creative content with no code-specific angle
F22XIG4P,keep,high,Empirical vibe-coding case study explicitly reporting advantages and pitfalls of LLM-generated UI code in a real UCD workflow — operationalizable as evidence for where vibe coding governance interventions are needed
N5Y5BQCV,discard,medium,Argues HITL is insufficient when there is a government duty to reason — insight is domain-specific to administrative law and judicial accountability doctrine that does not transfer to software engineering without re-derivation
7PT7AIU4,discard,medium,Foundation model regulatory trilemma framework is at the policy/regulatory design level — no operational mechanism a software engineering team can adopt for code governance
